ID,Start Node,Stop Node,Label,Diameter (mm),Notes,Length (Scaled) (m),Slope (Calculated) (m/km),Section Type,Manning's n,Flow (m³/h),Velocity (m/s),Capacity (Full Flow) (m³/h),Flow / Capacity (Design) (%),Depth/Rise (%),Is Active?,Population (System Sanitary) (Capita)
13399,MH1191,MH1192,נתוני_קווי_ביוב_אופקים-4545,6,,18.38,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13400,MH3986,MH3911,נתוני_קווי_ביוב_אופקים-1558,160,,18.36,22.878,Circle,0.013,(N/A),(N/A),98,(N/A),(N/A),True,(N/A)
13401,MH4007,MH294,נתוני_קווי_ביוב_אופקים-3277,16,,18.39,7623.582,Circle,0.013,(N/A),(N/A),4,(N/A),(N/A),True,(N/A)
13406,MH129,MH130,נתוני_קווי_ביוב_אופקים-5454,0,,18.4,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13410,MH3024,MH2964,נתוני_קווי_ביוב_אופקים-3831,16,,18.41,34.867,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13412,MH2132,MH2077,נתוני_קווי_ביוב_אופקים-3041,4,,18.43,26.593,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13413,MH1911,MH1894,נתוני_קווי_ביוב_אופקים-3763,16,,18.43,5.155,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13420,MH5499,MH5543,נתוני_קווי_ביוב_אופקים-7699,200,,18.45,-36.314,Circle,0.013,(N/A),(N/A),225,(N/A),(N/A),True,(N/A)
13426,MH2142,MH2131,נתוני_קווי_ביוב_אופקים-8653,200,,18.46,8.126,Circle,0.013,(N/A),(N/A),106,(N/A),(N/A),True,(N/A)
13431,MH4338,MH3913,נתוני_קווי_ביוב_אופקים-7083,200,,18.48,129.36,Circle,0.013,(N/A),(N/A),425,(N/A),(N/A),True,(N/A)
13434,MH4718,MH4626,נתוני_קווי_ביוב_אופקים-7446,200,,18.49,25.424,Circle,0.013,(N/A),(N/A),188,(N/A),(N/A),True,(N/A)
13435,MH3777,MH3665,נתוני_קווי_ביוב_אופקים-3983,20,,18.49,37.644,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13439,MH4304,MH4266,נתוני_קווי_ביוב_אופקים-6895,200,,18.51,10.267,Circle,0.013,(N/A),(N/A),120,(N/A),(N/A),True,(N/A)
13440,MH2994,MH2990,נתוני_קווי_ביוב_אופקים-7171,355,,18.51,1.08,Circle,0.013,(N/A),(N/A),179,(N/A),(N/A),True,(N/A)
13445,MH667,MH523,נתוני_קווי_ביוב_אופקים-135,6,,18.54,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13450,MH2163,MH2143,נתוני_קווי_ביוב_אופקים-9371,200,,18.56,8.082,Circle,0.013,(N/A),(N/A),106,(N/A),(N/A),True,(N/A)
13451,MH716,MH717,נתוני_קווי_ביוב_אופקים-7714,8,,18.56,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13452,MH2971,MH2949,נתוני_קווי_ביוב_אופקים-1317,200,,18.57,12.927,Circle,0.013,(N/A),(N/A),134,(N/A),(N/A),True,(N/A)
13454,MH4789,MH4759,נתוני_קווי_ביוב_אופקים-6837,200,,18.57,9.153,Circle,0.013,(N/A),(N/A),113,(N/A),(N/A),True,(N/A)
13459,MH2459,MH2487,נתוני_קווי_ביוב_אופקים-10062,200,,18.59,-6.995,Circle,0.013,(N/A),(N/A),99,(N/A),(N/A),True,(N/A)
13466,MH217,MH218,נתוני_קווי_ביוב_אופקים-100,0,,18.61,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13470,MH1407,MH1408,נתוני_קווי_ביוב_אופקים-4837,6,,18.62,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13471,MH4879,MH4805,נתוני_קווי_ביוב_אופקים-7464,200,,18.63,22.007,Circle,0.013,(N/A),(N/A),175,(N/A),(N/A),True,(N/A)
13474,MH4645,MH4599,נתוני_קווי_ביוב_אופקים-7285,200,,18.64,12.873,Circle,0.013,(N/A),(N/A),134,(N/A),(N/A),True,(N/A)
13477,MH3148,MH3099,נתוני_קווי_ביוב_אופקים-1333,160,,18.65,23.588,Circle,0.013,(N/A),(N/A),100,(N/A),(N/A),True,(N/A)
13485,MH2852,MH2799,נתוני_קווי_ביוב_אופקים-3836,0,,18.7,36.854,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13487,MH5554,MH5536,נתוני_קווי_ביוב_אופקים-5157,200,,18.7,14.974,Circle,0.013,(N/A),(N/A),144,(N/A),(N/A),True,(N/A)
13489,MH3280,MH3251,נתוני_קווי_ביוב_אופקים-4418,160,,18.71,12.83,Circle,0.013,(N/A),(N/A),74,(N/A),(N/A),True,(N/A)
13493,MH403,MH402,נתוני_קווי_ביוב_אופקים-4329,0,,18.72,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13494,MH3913,MH3886,נתוני_קווי_ביוב_אופקים-7084,200,,18.72,8.545,Circle,0.013,(N/A),(N/A),109,(N/A),(N/A),True,(N/A)
13497,MH4421,MH4437,נתוני_קווי_ביוב_אופקים-7127,200,,18.74,-8.004,Circle,0.013,(N/A),(N/A),106,(N/A),(N/A),True,(N/A)
13503,MH219,MH220,נתוני_קווי_ביוב_אופקים-4505,160,,18.75,0.0,Circle,0.013,(N/A),(N/A),1,(N/A),(N/A),True,(N/A)
13514,MH3397,MH3353,נתוני_קווי_ביוב_אופקים-7637,255,,18.8,18.086,Circle,0.013,(N/A),(N/A),304,(N/A),(N/A),True,(N/A)
13531,MH2857,MH2827,נתוני_קווי_ביוב_אופקים-733,315,,18.85,15.917,Circle,0.013,(N/A),(N/A),500,(N/A),(N/A),True,(N/A)
13532,MH3240,MH3184,נתוני_קווי_ביוב_אופקים-1312,160,,18.85,23.876,Circle,0.013,(N/A),(N/A),101,(N/A),(N/A),True,(N/A)
13533,MH2844,MH2825,נתוני_קווי_ביוב_אופקים-1335,200,,18.85,9.548,Circle,0.013,(N/A),(N/A),115,(N/A),(N/A),True,(N/A)
13538,MH2191,MH1615,נתוני_קווי_ביוב_אופקים-7800,200,,18.88,540.878,Circle,0.013,(N/A),(N/A),868,(N/A),(N/A),True,(N/A)
13541,MH3558,MH3433,נתוני_קווי_ביוב_אופקים-3879,35,,18.88,50.471,Circle,0.013,(N/A),(N/A),3,(N/A),(N/A),True,(N/A)
13546,MH5034,MH4950,נתוני_קווי_ביוב_אופקים-9698,250,,18.9,25.4,Circle,0.013,(N/A),(N/A),341,(N/A),(N/A),True,(N/A)
13547,MH81,MH80,נתוני_קווי_ביוב_אופקים-1111,0,,18.9,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13549,MH3742,MH3552,נתוני_קווי_ביוב_אופקים-2166,160,,18.9,69.306,Circle,0.013,(N/A),(N/A),171,(N/A),(N/A),True,(N/A)
13551,MH3643,MH3600,נתוני_קווי_ביוב_אופקים-5598,160,,18.9,14.811,Circle,0.013,(N/A),(N/A),79,(N/A),(N/A),True,(N/A)
13556,MH3523,MH3448,נתוני_קווי_ביוב_אופקים-3928,20,,18.92,29.647,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13559,MH2251,MH2202,נתוני_קווי_ביוב_אופקים-3824,16,,18.93,23.512,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13563,MH63,MH64,נתוני_קווי_ביוב_אופקים-5702,0,,18.93,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13567,MH2308,MH2349,נתוני_קווי_ביוב_אופקים-8088,200,,18.95,-18.468,Circle,0.013,(N/A),(N/A),160,(N/A),(N/A),True,(N/A)
13568,MH2305,MH2277,נתוני_קווי_ביוב_אופקים-8215,200,,18.95,13.719,Circle,0.013,(N/A),(N/A),138,(N/A),(N/A),True,(N/A)
13576,MH3626,MH3510,נתוני_קווי_ביוב_אופקים-3994,20,,18.97,44.698,Circle,0.013,(N/A),(N/A),1,(N/A),(N/A),True,(N/A)
13578,MH4362,MH4227,נתוני_קווי_ביוב_אופקים-3997,16,,18.98,40.039,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13581,MH5268,MH5244,נתוני_קווי_ביוב_אופקים-7329,200,,19.0,11.052,Circle,0.013,(N/A),(N/A),124,(N/A),(N/A),True,(N/A)
13582,MH5245,MH5218,נתוני_קווי_ביוב_אופקים-7536,200,,19.01,8.418,Circle,0.013,(N/A),(N/A),108,(N/A),(N/A),True,(N/A)
13584,MH2963,MH2918,נתוני_קווי_ביוב_אופקים-3838,16,,19.01,29.406,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13585,MH4465,MH4499,נתוני_קווי_ביוב_אופקים-9713,160,,19.02,-12.616,Circle,0.013,(N/A),(N/A),73,(N/A),(N/A),True,(N/A)
13588,MH3306,MH3269,נתוני_קווי_ביוב_אופקים-4422,160,,19.03,16.812,Circle,0.013,(N/A),(N/A),84,(N/A),(N/A),True,(N/A)
13589,MH2723,MH2472,נתוני_קווי_ביוב_אופקים-2031,110,,19.05,123.891,Circle,0.013,(N/A),(N/A),84,(N/A),(N/A),True,(N/A)
13593,MH3308,MH3180,נתוני_קווי_ביוב_אופקים-3897,16,,19.06,55.304,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13595,MH2186,MH2283,נתוני_קווי_ביוב_אופקים-1386,160,,19.07,-41.941,Circle,0.013,(N/A),(N/A),133,(N/A),(N/A),True,(N/A)
13598,MH2017,MH2010,נתוני_קווי_ביוב_אופקים-3163,0,,19.08,2.621,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13599,MH3674,MH3552,נתוני_קווי_ביוב_אופקים-2165,110,,19.08,47.169,Circle,0.013,(N/A),(N/A),52,(N/A),(N/A),True,(N/A)
13607,MH5533,MH5518,נתוני_קווי_ביוב_אופקים-6648,200,,19.11,13.083,Circle,0.013,(N/A),(N/A),135,(N/A),(N/A),True,(N/A)
13611,MH177,MH2400,נתוני_קווי_ביוב_אופקים-2965,250,,19.13,-6610.645,Circle,0.013,(N/A),(N/A),5504,(N/A),(N/A),True,(N/A)
13614,MH3715,MH3530,נתוני_קווי_ביוב_אופקים-1560,0,,19.14,68.461,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13615,MH3365,MH3307,נתוני_קווי_ביוב_אופקים-1609,160,,19.15,18.802,Circle,0.013,(N/A),(N/A),89,(N/A),(N/A),True,(N/A)
13623,MH4967,MH4934,נתוני_קווי_ביוב_אופקים-921,200,,19.19,7.816,Circle,0.013,(N/A),(N/A),104,(N/A),(N/A),True,(N/A)
13630,MH5103,MH5062,נתוני_קווי_ביוב_אופקים-7527,200,,19.22,14.049,Circle,0.013,(N/A),(N/A),140,(N/A),(N/A),True,(N/A)
13632,MH1527,MH574,נתוני_קווי_ביוב_אופקים-4818,6,,19.23,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13633,MH3287,MH3303,נתוני_קווי_ביוב_אופקים-1089,200,,19.23,-8.321,Circle,0.013,(N/A),(N/A),108,(N/A),(N/A),True,(N/A)
13636,MH3299,MH3259,נתוני_קווי_ביוב_אופקים-1193,160,,19.24,18.714,Circle,0.013,(N/A),(N/A),89,(N/A),(N/A),True,(N/A)
13642,MH4430,MH4309,נתוני_קווי_ביוב_אופקים-8793,200,,19.26,41.53,Circle,0.013,(N/A),(N/A),241,(N/A),(N/A),True,(N/A)
13645,MH4074,MH3982,נתוני_קווי_ביוב_אופקים-1808,160,,19.29,26.438,Circle,0.013,(N/A),(N/A),106,(N/A),(N/A),True,(N/A)
13649,MH146,MH147,נתוני_קווי_ביוב_אופקים-5622,0,,19.3,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13654,MH3854,MH3808,נתוני_קווי_ביוב_אופקים-6619,200,,19.31,11.393,Circle,0.013,(N/A),(N/A),126,(N/A),(N/A),True,(N/A)
13656,MH5702,MH5697,נתוני_קווי_ביוב_אופקים-9229,200,,19.32,7.247,Circle,0.013,(N/A),(N/A),101,(N/A),(N/A),True,(N/A)
13658,MH4626,MH4611,נתוני_קווי_ביוב_אופקים-7390,200,,19.33,5.173,Circle,0.013,(N/A),(N/A),85,(N/A),(N/A),True,(N/A)
13661,MH3122,MH3013,נתוני_קווי_ביוב_אופקים-1845,160,,19.34,50.661,Circle,0.013,(N/A),(N/A),147,(N/A),(N/A),True,(N/A)
13666,MH3128,MH2991,נתוני_קווי_ביוב_אופקים-1677,0,,19.38,61.912,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13667,MH5653,MH5678,נתוני_קווי_ביוב_אופקים-9126,200,,19.38,-40.24,Circle,0.013,(N/A),(N/A),237,(N/A),(N/A),True,(N/A)
13673,MH4181,MH4157,נתוני_קווי_ביוב_אופקים-6474,200,,19.41,8.244,Circle,0.013,(N/A),(N/A),107,(N/A),(N/A),True,(N/A)
13675,MH3317,MH3166,נתוני_קווי_ביוב_אופקים-3853,0,,19.42,62.72,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13676,MH5619,MH5579,נתוני_קווי_ביוב_אופקים-5318,200,,19.42,55.096,Circle,0.013,(N/A),(N/A),277,(N/A),(N/A),True,(N/A)
13677,MH4139,MH4014,נתוני_קווי_ביוב_אופקים-3861,16,,19.43,35.768,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13679,MH3276,MH3291,נתוני_קווי_ביוב_אופקים-10689,280,,19.43,-8.748,Circle,0.013,(N/A),(N/A),271,(N/A),(N/A),True,(N/A)
13680,MH4273,MH3845,נתוני_קווי_ביוב_אופקים-10688,280,,19.44,123.444,Circle,0.013,(N/A),(N/A),1018,(N/A),(N/A),True,(N/A)
13682,MH2586,MH2616,נתוני_קווי_ביוב_אופקים-8072,200,,19.45,-14.395,Circle,0.013,(N/A),(N/A),142,(N/A),(N/A),True,(N/A)
13695,MH3974,MH3941,נתוני_קווי_ביוב_אופקים-10254,250,,19.48,8.213,Circle,0.013,(N/A),(N/A),194,(N/A),(N/A),True,(N/A)
13696,MH54,MH55,נתוני_קווי_ביוב_אופקים-91,0,,19.48,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13699,MH2018,MH2014,נתוני_קווי_ביוב_אופקים-3042,160,,19.49,1.026,Circle,0.013,(N/A),(N/A),21,(N/A),(N/A),True,(N/A)
13704,MH1898,MH1865,נתוני_קווי_ביוב_אופקים-3791,35,,19.5,12.048,Circle,0.013,(N/A),(N/A),1,(N/A),(N/A),True,(N/A)
13717,MH4313,MH4243,נתוני_קווי_ביוב_אופקים-1450,160,,19.56,18.408,Circle,0.013,(N/A),(N/A),88,(N/A),(N/A),True,(N/A)
13720,MH4722,MH4690,נתוני_קווי_ביוב_אופקים-10780,200,,19.57,9.2,Circle,0.013,(N/A),(N/A),113,(N/A),(N/A),True,(N/A)
13721,MH3809,MH3616,נתוני_קווי_ביוב_אופקים-3965,20,,19.57,64.884,Circle,0.013,(N/A),(N/A),1,(N/A),(N/A),True,(N/A)
13726,MH2603,MH2374,נתוני_קווי_ביוב_אופקים-2311,160,,19.6,100.516,Circle,0.013,(N/A),(N/A),206,(N/A),(N/A),True,(N/A)
13732,MH4830,MH4865,נתוני_קווי_ביוב_אופקים-10843,200,,19.62,-9.174,Circle,0.013,(N/A),(N/A),113,(N/A),(N/A),True,(N/A)
13733,MH3287,MH3275,נתוני_קווי_ביוב_אופקים-1092,200,,19.62,6.115,Circle,0.013,(N/A),(N/A),92,(N/A),(N/A),True,(N/A)
13741,MH4082,MH3975,נתוני_קווי_ביוב_אופקים-3986,20,,19.65,29.921,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13743,MH4421,MH4394,נתוני_קווי_ביוב_אופקים-7129,200,,19.66,11.192,Circle,0.013,(N/A),(N/A),125,(N/A),(N/A),True,(N/A)
13748,MH3568,MH3513,נתוני_קווי_ביוב_אופקים-632,160,,19.71,21.819,Circle,0.013,(N/A),(N/A),96,(N/A),(N/A),True,(N/A)
13751,MH140,MH141,נתוני_קווי_ביוב_אופקים-5486,0,,19.72,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13755,MH2177,MH2160,נתוני_קווי_ביוב_אופקים-2380,6,,19.73,5.07,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13756,MH2220,MH2263,נתוני_קווי_ביוב_אופקים-1370,200,,19.73,-18.245,Circle,0.013,(N/A),(N/A),159,(N/A),(N/A),True,(N/A)
13760,MH2104,MH374,נתוני_קווי_ביוב_אופקים-2922,160,,19.74,6278.573,Circle,0.013,(N/A),(N/A),1632,(N/A),(N/A),True,(N/A)
13761,MH5190,MH5214,נתוני_קווי_ביוב_אופקים-6714,200,,19.74,-8.103,Circle,0.013,(N/A),(N/A),106,(N/A),(N/A),True,(N/A)
13762,MH3078,MH2963,נתוני_קווי_ביוב_אופקים-3839,16,,19.75,56.405,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13766,MH3722,MH3691,נתוני_קווי_ביוב_אופקים-7054,255,,19.77,8.095,Circle,0.013,(N/A),(N/A),203,(N/A),(N/A),True,(N/A)
13768,MH3159,MH3108,נתוני_קווי_ביוב_אופקים-1326,160,,19.77,22.252,Circle,0.013,(N/A),(N/A),97,(N/A),(N/A),True,(N/A)
13769,MH690,MH691,נתוני_קווי_ביוב_אופקים-5487,6,,19.77,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13771,MH4388,MH4348,נתוני_קווי_ביוב_אופקים-6744,200,,19.79,12.13,Circle,0.013,(N/A),(N/A),130,(N/A),(N/A),True,(N/A)
13772,MH5077,MH5047,נתוני_קווי_ביוב_אופקים-6839,200,,19.79,9.601,Circle,0.013,(N/A),(N/A),116,(N/A),(N/A),True,(N/A)
13774,MH4306,MH4111,נתוני_קווי_ביוב_אופקים-1425,160,,19.8,56.065,Circle,0.013,(N/A),(N/A),154,(N/A),(N/A),True,(N/A)
13776,MH327,MH4333,נתוני_קווי_ביוב_אופקים-3980,0,,19.81,-7169.786,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13780,MH4843,MH4805,נתוני_קווי_ביוב_אופקים-7383,200,,19.82,10.093,Circle,0.013,(N/A),(N/A),119,(N/A),(N/A),True,(N/A)
13786,MH4559,MH4534,נתוני_קווי_ביוב_אופקים-7393,355,,19.84,7.562,Circle,0.013,(N/A),(N/A),474,(N/A),(N/A),True,(N/A)
13793,MH2472,MH2668,נתוני_קווי_ביוב_אופקים-2030,160,,19.85,-83.61,Circle,0.013,(N/A),(N/A),188,(N/A),(N/A),True,(N/A)
13796,MH3435,MH3464,נתוני_קווי_ביוב_אופקים-2134,160,,19.86,-12.084,Circle,0.013,(N/A),(N/A),72,(N/A),(N/A),True,(N/A)
13800,MH1485,MH1486,נתוני_קווי_ביוב_אופקים-7677,0,,19.87,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13803,MH50,MH52,נתוני_קווי_ביוב_אופקים-853,0,,19.87,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13804,MH5645,MH5623,נתוני_קווי_ביוב_אופקים-27,16,,19.87,27.172,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13812,MH768,MH769,נתוני_קווי_ביוב_אופקים-5317,6,,19.89,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13816,MH969,MH968,נתוני_קווי_ביוב_אופקים-5271,0,,19.91,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13822,MH38,MH627,נתוני_קווי_ביוב_אופקים-5314,6,,19.94,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13832,MH1713,MH1702,נתוני_קווי_ביוב_אופקים-2784,6,,19.98,19.517,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13833,MH2239,MH2195,נתוני_קווי_ביוב_אופקים-2385,6,,19.98,19.515,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13837,MH802,MH813,נתוני_קווי_ביוב_אופקים-5566,6,,19.99,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13839,MH5540,MH5563,נתוני_קווי_ביוב_אופקים-5729,200,,20.0,-19.0,Circle,0.013,(N/A),(N/A),163,(N/A),(N/A),True,(N/A)
13840,MH4704,MH4730,נתוני_קווי_ביוב_אופקים-7206,200,,20.0,-6.999,Circle,0.013,(N/A),(N/A),99,(N/A),(N/A),True,(N/A)
13842,MH1756,MH1732,נתוני_קווי_ביוב_אופקים-2599,6,,20.01,16.491,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13846,MH3226,MH3178,נתוני_קווי_ביוב_אופקים-1319,160,,20.02,18.48,Circle,0.013,(N/A),(N/A),89,(N/A),(N/A),True,(N/A)
13851,MH3566,MH3524,נתוני_קווי_ביוב_אופקים-770,250,,20.03,17.974,Circle,0.013,(N/A),(N/A),287,(N/A),(N/A),True,(N/A)
13853,MH966,MH967,נתוני_קווי_ביוב_אופקים-4983,0,,20.04,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13856,MH2357,MH2361,נתוני_קווי_ביוב_אופקים-2860,160,,20.06,-1.496,Circle,0.013,(N/A),(N/A),25,(N/A),(N/A),True,(N/A)
13858,MH1135,MH1136,נתוני_קווי_ביוב_אופקים-4688,6,,20.06,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13868,MH2907,MH2880,נתוני_קווי_ביוב_אופקים-735,315,,20.11,14.919,Circle,0.013,(N/A),(N/A),484,(N/A),(N/A),True,(N/A)
13873,MH2827,MH2811,נתוני_קווי_ביוב_אופקים-732,315,,20.13,10.93,Circle,0.013,(N/A),(N/A),415,(N/A),(N/A),True,(N/A)
13876,MH974,MH975,נתוני_קווי_ביוב_אופקים-5152,0,,20.14,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13877,MH2624,MH2449,נתוני_קווי_ביוב_אופקים-2876,160,,20.15,70.978,Circle,0.013,(N/A),(N/A),173,(N/A),(N/A),True,(N/A)
13881,MH5243,MH5201,נתוני_קווי_ביוב_אופקים-7470,200,,20.16,11.407,Circle,0.013,(N/A),(N/A),126,(N/A),(N/A),True,(N/A)
13882,MH3557,MH3434,נתוני_קווי_ביוב_אופקים-2108,200,,20.16,46.12,Circle,0.013,(N/A),(N/A),254,(N/A),(N/A),True,(N/A)
13887,MH236,MH237,נתוני_קווי_ביוב_אופקים-4490,160,,20.18,0.0,Circle,0.013,(N/A),(N/A),1,(N/A),(N/A),True,(N/A)
13889,MH3267,MH3202,נתוני_קווי_ביוב_אופקים-650,160,,20.19,26.74,Circle,0.013,(N/A),(N/A),106,(N/A),(N/A),True,(N/A)
13900,MH2787,MH2472,נתוני_קווי_ביוב_אופקים-2034,160,,20.21,155.863,Circle,0.013,(N/A),(N/A),257,(N/A),(N/A),True,(N/A)
13905,MH179,MH190,נתוני_קווי_ביוב_אופקים-48,0,,20.22,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13906,MH3204,MH3078,נתוני_קווי_ביוב_אופקים-4162,16,,20.22,52.868,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13910,MH3206,MH3113,נתוני_קווי_ביוב_אופקים-649,160,,20.25,36.052,Circle,0.013,(N/A),(N/A),124,(N/A),(N/A),True,(N/A)
13912,MH3066,MH3039,נתוני_קווי_ביוב_אופקים-1337,160,,20.24,9.386,Circle,0.013,(N/A),(N/A),63,(N/A),(N/A),True,(N/A)
13915,MH3307,MH3272,נתוני_קווי_ביוב_אופקים-1621,200,,20.26,15.798,Circle,0.013,(N/A),(N/A),148,(N/A),(N/A),True,(N/A)
13920,MH2337,MH2383,נתוני_קווי_ביוב_אופקים-8192,200,,20.29,-17.747,Circle,0.013,(N/A),(N/A),157,(N/A),(N/A),True,(N/A)
13921,MH284,MH283,נתוני_קווי_ביוב_אופקים-238,0,,20.29,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13922,MH4902,MH4750,נתוני_קווי_ביוב_אופקים-7452,200,,20.29,41.401,Circle,0.013,(N/A),(N/A),240,(N/A),(N/A),True,(N/A)
13923,MH2686,MH2666,נתוני_קווי_ביוב_אופקים-8123,200,,20.29,12.321,Circle,0.013,(N/A),(N/A),131,(N/A),(N/A),True,(N/A)
13932,MH4861,MH4781,נתוני_קווי_ביוב_אופקים-7448,200,,20.32,21.658,Circle,0.013,(N/A),(N/A),174,(N/A),(N/A),True,(N/A)
13934,MH399,MH1929,נתוני_קווי_ביוב_אופקים-4314,0,,20.33,-6004.308,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13936,MH2687,MH2707,נתוני_קווי_ביוב_אופקים-4735,6,,20.33,-12.788,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13943,MH5157,MH5114,נתוני_קווי_ביוב_אופקים-6702,200,,20.35,14.248,Circle,0.013,(N/A),(N/A),141,(N/A),(N/A),True,(N/A)
13946,MH5756,MH5750,נתוני_קווי_ביוב_אופקים-9230,200,,20.37,11.785,Circle,0.013,(N/A),(N/A),128,(N/A),(N/A),True,(N/A)
13950,MH3888,MH3825,נתוני_קווי_ביוב_אופקים-9529,200,,20.37,15.707,Circle,0.013,(N/A),(N/A),148,(N/A),(N/A),True,(N/A)
13954,MH5310,MH5237,נתוני_קווי_ביוב_אופקים-624,200,,20.39,30.902,Circle,0.013,(N/A),(N/A),208,(N/A),(N/A),True,(N/A)
13958,MH3975,MH3877,נתוני_קווי_ביוב_אופקים-3985,20,,20.41,27.431,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
13963,MH5406,MH5354,נתוני_קווי_ביוב_אופקים-4981,200,,20.43,23.495,Circle,0.013,(N/A),(N/A),181,(N/A),(N/A),True,(N/A)
13965,MH4407,MH4429,נתוני_קווי_ביוב_אופקים-7221,200,,20.44,-7.34,Circle,0.013,(N/A),(N/A),101,(N/A),(N/A),True,(N/A)
13966,MH2068,MH2092,נתוני_קווי_ביוב_אופקים-7828,200,,20.44,-9.785,Circle,0.013,(N/A),(N/A),117,(N/A),(N/A),True,(N/A)
13969,MH3338,MH3289,נתוני_קווי_ביוב_אופקים-3875,30,,20.45,17.116,Circle,0.013,(N/A),(N/A),1,(N/A),(N/A),True,(N/A)
13970,MH2518,MH2493,נתוני_קווי_ביוב_אופקים-8179,200,,20.45,11.734,Circle,0.013,(N/A),(N/A),128,(N/A),(N/A),True,(N/A)
13974,MH2986,MH2831,נתוני_קווי_ביוב_אופקים-10321,200,,20.47,94.764,Circle,0.013,(N/A),(N/A),363,(N/A),(N/A),True,(N/A)
13976,MH3412,MH3298,נתוני_קווי_ביוב_אופקים-5048,160,,20.5,39.512,Circle,0.013,(N/A),(N/A),129,(N/A),(N/A),True,(N/A)
13979,MH5416,MH5302,נתוני_קווי_ביוב_אופקים-4015,16,,20.5,49.457,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
